?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0003386>	"MA:0001268"
<http://purl.obolibrary.org/obo/UBERON_0003386>	"EMAPA:18807"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"galen:Mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"FMA:85355"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"NCIT:C13166"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"EV:0100382"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"MESH:D009092"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"GAID:297"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"AEO:0000199"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"Wikipedia:Mucous_membrane"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"UMLS:C0026724"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"BTO:0000886"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"CALOHA:TS-2031"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"FMA:85358"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"EHDAA2_RETIRED:0003234"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"SCTID:361693009"
<http://purl.obolibrary.org/obo/PR_Q62226>	"UniProtKB:Q62226"
<http://purl.obolibrary.org/obo/UBERON_0004492>	"FMA:226279"
<http://purl.obolibrary.org/obo/CHEBI_18059>	"KEGG:C01356"
<http://purl.obolibrary.org/obo/NCBITaxon_110814>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"TAO:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MIAA:0000037"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"CALOHA:TS-1108"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"UMLS:C0042449"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"BTO:0000234"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"Wikipedia:Vein"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EV:0100031"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"NCIT:C12814"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EHDAA2:0003254"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"GAID:492"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"ZFA:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"galen:Vein"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MAT:0000037"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"SCTID:181367001"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EMAPA:35906"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"FMA:50723"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EFO:0000816"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MESH:D014680"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"XAO:0000115"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MA:0000067"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"AEO:0000209"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"VHOG:0001743"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"AAO:0010212"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"EMAPA:32730"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"XAO:0004013"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"VSAO:0000000"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"FMA:55107"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"ZFA:0001501"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"AAO:0011130"
<http://purl.obolibrary.org/obo/UBERON_0007844>	"CALOHA:TS-0118"
<http://purl.obolibrary.org/obo/CL_1001597>	"CALOHA:TS-1283"
<http://purl.obolibrary.org/obo/NCBITaxon_1445966>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CL_0000354>	"ncithesaurus:Blastemal_Cell"
<http://purl.obolibrary.org/obo/UBERON_0008851>	"EMAPA:16080"
<http://purl.obolibrary.org/obo/CL_0000055>	"BTO:0000125"
<http://purl.obolibrary.org/obo/CL_0000055>	"FMA:84782"
<http://purl.obolibrary.org/obo/UBERON_0016510>	"EMAPA:30467"
<http://purl.obolibrary.org/obo/UBERON_0016510>	"FMA:19684"
<http://purl.obolibrary.org/obo/UBERON_0015420>	"MA:0002658"
<http://purl.obolibrary.org/obo/UBERON_0015420>	"EMAPA:37781"
<http://purl.obolibrary.org/obo/CHEBI_138103>	"Wikipedia:Mineral_acid"
<http://purl.obolibrary.org/obo/UBERON_0018543>	"ZFA:0005807"
<http://purl.obolibrary.org/obo/UBERON_0018543>	"WBbt:0005791"
<http://purl.obolibrary.org/obo/UBERON_0018543>	"FMA:14586"
<http://purl.obolibrary.org/obo/UBERON_0018543>	"TADS:0000495"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"MA:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"VHOG:0000604"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"ZFA:0005061"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"FMA:12151"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"SCTID:192084000"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"TAO:0005061"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"EMAPA:32748"
<http://purl.obolibrary.org/obo/UBERON_0001083>	"EFO:0003088"
<http://purl.obolibrary.org/obo/UBERON_0013700>	"EHDAA2:0000159"
<http://purl.obolibrary.org/obo/UBERON_0013700>	"EMAPA:18166"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"FMA:52736"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"MA:0001472"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"MESH:D013100"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"UMLS:C0037884"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"NCIT:C12790"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"Wikipedia:Sphenoid_bone"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"EMAPA:18340"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"GAID:230"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"CALOHA:TS-2343"
<http://purl.obolibrary.org/obo/UBERON_0001677>	"SCTID:272676008"
<http://purl.obolibrary.org/obo/UBERON_0005002>	"FMA:14692"
<http://purl.obolibrary.org/obo/NCBITaxon_4891>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0009889>	"XAO:0004186"
<http://purl.obolibrary.org/obo/GO_0061025>	"Wikipedia:Lipid_bilayer_fusion"
<http://purl.obolibrary.org/obo/UBERON_0004822>	"EHDAA2:0000742"
<http://purl.obolibrary.org/obo/UBERON_0004822>	"MA:0002661"
<http://purl.obolibrary.org/obo/UBERON_0004822>	"UMLS:C1711347"
<http://purl.obolibrary.org/obo/UBERON_0004822>	"NCIT:C43618"
<http://purl.obolibrary.org/obo/UBERON_0004822>	"EHDAA:3051"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"ZFA:0005250"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"EV:0100035"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"FMA:63194"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"BTO:0002045"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"MA:0000065"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"UMLS:C0935624"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"NCIT:C12685"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"AAO:0010252"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"NLXANAT:090902"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"CALOHA:TS-2006"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"TAO:0005250"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"MESH:D002196"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"XAO:0000116"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"Wikipedia:Capillary"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"VHOG:0001253"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"EMAPA:35198"
<http://purl.obolibrary.org/obo/UBERON_0001982>	"EFO:0001906"
<http://purl.obolibrary.org/obo/CL_0000502>	"FMA:62935"
<http://purl.obolibrary.org/obo/CL_0002080>	"FMA:62455"
<http://purl.obolibrary.org/obo/UBERON_0010740>	"MA:0000688"
<http://purl.obolibrary.org/obo/UBERON_0010740>	"EMAPA:35494"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3957"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA2:0004560"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"FMA:79795"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3921"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3033"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"ZFA:0005130"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"Wikipedia:Mesentery#Development"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3971"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"TAO:0005130"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3934"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"SCTID:308823000"
<http://purl.obolibrary.org/obo/UBERON_0002296>	"EHDAA:3019"
<http://purl.obolibrary.org/obo/NCBITaxon_7776>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"VHOG:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"FMA:3939"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"MESH:D017536"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"Wikipedia:Common_carotid_artery"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"GAID:479"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"MA:0001926"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"SCTID:362041005"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"NCIT:C32352"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"EHDAA2:0000217"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"UMLS:C0162859"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"EHDAA:7331"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"EMAPA:17855"
<http://purl.obolibrary.org/obo/UBERON_0001530>	"CALOHA:TS-0116"
<http://purl.obolibrary.org/obo/CL_0009093>	"EFO:0010709"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"NCIT:C49274"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"CALOHA:TS-1262"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"FMA:15627"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"EMAPA:27782"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"TAO:0001287"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"UMLS:C0022674"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"EV:0100387"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"MA:0000377"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"MESH:D007684"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"GAID:433"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"ZFA:0001287"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"BTO:0000343"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"Wikipedia:Renal_tubule"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"SCTID:361332007"
<http://purl.obolibrary.org/obo/UBERON_0001231>	"EFO:0003666"
<http://purl.obolibrary.org/obo/UBERON_0004910>	"BTO:0001364"
<http://purl.obolibrary.org/obo/UBERON_0004910>	"EMAPA:17973"
<http://purl.obolibrary.org/obo/UBERON_0005637>	"EHDAA2:0001582"
<http://purl.obolibrary.org/obo/UBERON_0005637>	"RETIRED_EHDAA2:0001927"
<http://purl.obolibrary.org/obo/UBERON_0005637>	"EMAPA:17633"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"FMA:20113"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"MA:0002853"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"MESH:D004547"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"Wikipedia:Elastic_fiber"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"SCTID:27197004"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"NCIT:C32495"
<http://purl.obolibrary.org/obo/UBERON_0002521>	"GAID:926"
<http://purl.obolibrary.org/obo/CL_0002183>	"FMA:62953"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"NCIT:C93172"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"XAO:0000016"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"EMAPA:32857"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"DMBA:16810"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"VHOG:0000649"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"TAO:0000042"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"EHDAA:5789"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"EHDAA2:0004395"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"AAO:0011064"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"ZFA:0000042"
<http://purl.obolibrary.org/obo/UBERON_0003052>	"neuronames:2076"
<http://purl.obolibrary.org/obo/GO_0005884>	"NIF_Subcellular:sao1588493326"
<http://purl.obolibrary.org/obo/GO_0005884>	"Wikipedia:Actin"
<http://purl.obolibrary.org/obo/GO_0005884>	"FMA:63850"
<http://purl.obolibrary.org/obo/UBERON_0003834>	"MA:0000558"
<http://purl.obolibrary.org/obo/UBERON_0003834>	"EMAPA:37238"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"MAT:0000452"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"VHOG:0001367"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"MA:0000212"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"ZFA:0000160"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"EMAPA:18215"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"HBA:9002"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"BTO:0003388"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"BIRNLEX:1200"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"neuronames:491"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"TAO:0000160"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"SCTID:362392007"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"BAMS:MTg"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"DHBA:12195"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"EFO:0000921"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"Wikipedia:Midbrain_tegmentum"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"UMLS:C0039441"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"EHDAA2:0004475"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"MESH:D013681"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"FMA:62393"
<http://purl.obolibrary.org/obo/UBERON_0001943>	"XAO:0004271"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"MA:0003247"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"NCIT:C32493"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"UMLS:C0013747"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"EMAPA:19088"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"SCTID:279665005"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"MIAA:0000170"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"Wikipedia:Ejaculatory_duct"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"FMA:19325"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"GAID:388"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"MAT:0000170"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"BTO:0001580"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"MESH:D004543"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"CALOHA:TS-0211"
<http://purl.obolibrary.org/obo/UBERON_0000999>	"EFO:0000985"
<http://purl.obolibrary.org/obo/GO_0006629>	"Wikipedia:Lipid_metabolism"
<http://purl.obolibrary.org/obo/UBERON_0013702>	"FMA:231424"
<http://purl.obolibrary.org/obo/UBERON_0013702>	"EMAPA:36031"
<http://purl.obolibrary.org/obo/UBERON_0013702>	"BTO:0001489"
<http://purl.obolibrary.org/obo/UBERON_0013702>	"AEO:0000103"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"UMLS:C0015027"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"NCIT:C12711"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"Wikipedia:Ethmoid_bone"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"VHOG:0001317"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"MESH:D005004"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"FMA:52740"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"EMAPA:19018"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"SCTID:272674006"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"BTO:0004140"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"MA:0001483"
<http://purl.obolibrary.org/obo/UBERON_0001679>	"GAID:212"
<http://purl.obolibrary.org/obo/CL_0000210>	"CALOHA:TS-0868"
<http://purl.obolibrary.org/obo/CL_0000210>	"FMA:86740"
<http://purl.obolibrary.org/obo/CL_0000210>	"BTO:0001060"
<http://purl.obolibrary.org/obo/CL_0000163>	"FMA:83809"
<http://purl.obolibrary.org/obo/CL_1001589>	"CALOHA:TS-1275"
<http://purl.obolibrary.org/obo/CL_0002543>	"KUPO:0001099"
<http://purl.obolibrary.org/obo/CL_0002543>	"FMA:62104"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:350"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA2:0001968"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:7860"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:4790"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"FMA:87656"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:1494"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"Wikipedia:External_ectoderm"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"NCIT:C34309"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:4796"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"BTO:0006242"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EHDAA:4784"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"UMLS:C1515087"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"EMAPA:16096"
<http://purl.obolibrary.org/obo/UBERON_0015329>	"MA:0001815"
<http://purl.obolibrary.org/obo/UBERON_0015329>	"EMAPA:37570"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"Wikipedia:Atrioventricular_node"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"BTO:0005689"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"MESH:D001283"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"TAO:0005070"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"NCIT:C32161"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"UMLS:C0004247"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"GAID:558"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"EMAPA:35153"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"SCTID:277688002"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"ZFA:0005070"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"VHOG:0001474"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"FMA:9478"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"EFO:0000276"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"MA:0000095"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"MAT:0000498"
<http://purl.obolibrary.org/obo/UBERON_0002352>	"EHDAA2:0004183"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"TAO:0002045"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"EMAPA:37868"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"FMA:75306"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"ZFA:0005387"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"AAO:0010826"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"SCTID:244679008"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"NCIT:C12495"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"BTO:0006035"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"Wikipedia:Foramen_magnum"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"MESH:D005539"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"UMLS:C0016519"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"GAID:228"
<http://purl.obolibrary.org/obo/UBERON_0009568>	"AAO:0000612"
<http://purl.obolibrary.org/obo/UBERON_0009568>	"NCIT:C92597"
<http://purl.obolibrary.org/obo/UBERON_0009568>	"FMA:72066"
<http://purl.obolibrary.org/obo/UBERON_0009568>	"SCTID:281699004"
<http://purl.obolibrary.org/obo/NCBITaxon_1547233>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"EFO:0003485"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"ZFA:0000081"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"VHOG:0000281"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"EHDAA2:0002092"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"EMAPA:16177"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"TAO:0000081"
<http://purl.obolibrary.org/obo/UBERON_0005256>	"EHDAA:377"
<http://purl.obolibrary.org/obo/GO_0042423>	"Wikipedia:Catecholamines"
<http://purl.obolibrary.org/obo/CHEBI_16991>	"CAS:9007-49-2"
<http://purl.obolibrary.org/obo/CHEBI_16991>	"KEGG:C00039"
<http://purl.obolibrary.org/obo/UBERON_0013694>	"BTO:0003248"
<http://purl.obolibrary.org/obo/UBERON_0013694>	"BTO:0001852"
<http://purl.obolibrary.org/obo/UBERON_0013694>	"CALOHA:TS-0092"
<http://purl.obolibrary.org/obo/UBERON_0006235>	"VHOG:0000291"
<http://purl.obolibrary.org/obo/UBERON_0006235>	"EMAPA:16363"
<http://purl.obolibrary.org/obo/UBERON_0006235>	"EHDAA2:0000569"
<http://purl.obolibrary.org/obo/UBERON_0006235>	"EHDAA:526"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"Wikipedia:Electron"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"KEGG:C05359"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"PMID:21614077"
<http://purl.obolibrary.org/obo/UBERON_0018234>	"FMA:63121"
<http://purl.obolibrary.org/obo/CL_1000376>	"FMA:263182"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"FMA:80224"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"EHDAA:150"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"Wikipedia:Chorion"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"UMLS:C1516505"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"UMLS:C0008503"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"GAID:1299"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"BTO:0000252"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"EMAPA:16112"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"MESH:D002823"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"EHDAA2:0000245"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"NCIT:C34122"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"EV:0100121"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"EFO:0002780"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"VHOG:0000200"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"NCIT:C34124"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"CALOHA:TS-0144"
<http://purl.obolibrary.org/obo/CHEBI_33839>	"Wikipedia:Macromolecule"
<http://purl.obolibrary.org/obo/UBERON_0004054>	"FMA:45655"
<http://purl.obolibrary.org/obo/UBERON_0004054>	"SCTID:310536002"
<http://purl.obolibrary.org/obo/UBERON_0004054>	"BTO:0003096"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MIAA:0000140"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"GAID:69"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EFO:0000827"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"CALOHA:TS-0309"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"FBbt:00005162"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"Wikipedia:Eye"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BILA:0000017"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BTO:0000439"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EV:0100336"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MESH:D005123"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MAT:0000140"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"EHDAA2:0003142"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"EMAPA:32688"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"ZFA:0005280"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"FMA:14068"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"Wikipedia:Cardiac_muscle"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"galen:CardiacMuscle"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"CALOHA:TS-0440"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"TAO:0005280"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"BILA:0000134"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"ncithesaurus:Heart_Muscle"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"BTO:0000199"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"galen:CardiacMuscleTissue"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"AEO:0000142"
<http://purl.obolibrary.org/obo/UBERON_0001133>	"AAO:0010245"
<http://purl.obolibrary.org/obo/UBERON_0013127>	"Wikipedia:Pulmonary_venous_system"
<http://purl.obolibrary.org/obo/CL_0002132>	"FMA:72299"
<http://purl.obolibrary.org/obo/UBERON_0003836>	"FMA:264898"
<http://purl.obolibrary.org/obo/UBERON_0003836>	"MA:0000530"
<http://purl.obolibrary.org/obo/UBERON_0003836>	"EMAPA:37063"
<http://purl.obolibrary.org/obo/UBERON_0004938>	"FMA:18009"
<http://purl.obolibrary.org/obo/UBERON_0001174>	"Wikipedia:Common_bile_duct"
<http://purl.obolibrary.org/obo/UBERON_0001174>	"UMLS:C0009437"
<http://purl.obolibrary.org/obo/UBERON_0001174>	"EMAPA:17201"
