?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0002085>	"galen:InteratrialSeptum"
<http://purl.obolibrary.org/obo/UBERON_0002085>	"MA:0000084"
<http://purl.obolibrary.org/obo/UBERON_0002085>	"Wikipedia:Interatrial_septum"
<http://purl.obolibrary.org/obo/UBERON_0005965>	"FMA:9550"
<http://purl.obolibrary.org/obo/UBERON_0004709>	"VSAO:0000126"
<http://purl.obolibrary.org/obo/UBERON_0003352>	"EHDAA2:0001195"
<http://purl.obolibrary.org/obo/UBERON_0003352>	"MA:0003205"
<http://purl.obolibrary.org/obo/UBERON_0003352>	"EMAPA:16569"
<http://purl.obolibrary.org/obo/UBERON_0003352>	"BTO:0005053"
<http://purl.obolibrary.org/obo/CL_0000514>	"FMA:84798"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"GAID:19"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"NCIT:C13169"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"ZFA:0005425"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"FMA:9581"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"MESH:D012704"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"Wikipedia:Serous_membrane"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"UMLS:C0036760"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"SCTID:362878009"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"TAO:0005425"
<http://purl.obolibrary.org/obo/UBERON_0018111>	"FMA:15035"
<http://purl.obolibrary.org/obo/UBERON_0009583>	"VHOG:0000911"
<http://purl.obolibrary.org/obo/UBERON_0009583>	"EMAPA:17580"
<http://purl.obolibrary.org/obo/UBERON_0015228>	"SPD:0000130"
<http://purl.obolibrary.org/obo/UBERON_0010227>	"TAO:0002228"
<http://purl.obolibrary.org/obo/UBERON_0010227>	"FMA:71005"
<http://purl.obolibrary.org/obo/UBERON_0010227>	"ZFA:0001718"
<http://purl.obolibrary.org/obo/UBERON_0016509>	"FMA:9291"
<http://purl.obolibrary.org/obo/UBERON_0016509>	"EMAPA:26047"
<http://purl.obolibrary.org/obo/CL_0002077>	"FMA:69074"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"NCIT:C34242"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"TAO:0001390"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"ZFA:0001390"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"SCTID:360398004"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"EFO:0003470"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"UMLS:C1283285"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"Wikipedia:Pancreatic_bud"
<http://purl.obolibrary.org/obo/UBERON_0003922>	"EMAPA:35645"
<http://purl.obolibrary.org/obo/UBERON_0004126>	"FMA:83511"
<http://purl.obolibrary.org/obo/UBERON_0004126>	"ZFA:0005060"
<http://purl.obolibrary.org/obo/UBERON_0004126>	"TAO:0005060"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"UMLS:C0205030"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"FMA:23022"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"FMA:23021"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"SCTID:361705004"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"EMAPA:37277"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"MA:0000590"
<http://purl.obolibrary.org/obo/UBERON_0001417>	"NCIT:C52756"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"ENVO:02000039"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"Wikipedia:Synovial_fluid"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"UMLS:C0039097"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"GAID:265"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"MESH:D013582"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"NCIT:C33718"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"galen:SynovialFluid"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"ZFA:0005154"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"BTO:0001339"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"FMA:12277"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"TAO:0005154"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"CALOHA:TS-0996"
<http://purl.obolibrary.org/obo/UBERON_0001090>	"MA:0002544"
<http://purl.obolibrary.org/obo/UBERON_0007524>	"EHDAA2:0003146"
<http://purl.obolibrary.org/obo/UBERON_0007524>	"AEO:0000146"
<http://purl.obolibrary.org/obo/CHEBI_78433>	"Wikipedia:Refrigerant"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"RETIRED_EHDAA2:0003186"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"FBbt:00005060"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"FMA:85006"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"UMLS:C0333343"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"SCTID:361348008"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"BTO:0001707"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"AEO:0000186"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"TAO:0001438"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"galen:BodyCavity"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"ZFA:0001438"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"NCIT:C25444"
<http://purl.obolibrary.org/obo/UBERON_0002323>	"EHDAA2:0000267"
<http://purl.obolibrary.org/obo/CL_1000979>	"KUPO:0001118"
<http://purl.obolibrary.org/obo/CL_1000692>	"KUPO:0001102"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"VHOG:0001048"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"EMAPA:16780"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"EHDAA2:0001034"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"EV:0100055"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"VHOG:0000120"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"galen:Spleen"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"SCTID:181279003"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"CALOHA:TS-0956"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"MIAA:0000085"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"AAO:0010395"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"XAO:0000328"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"MAT:0000085"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"Wikipedia:Spleen"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"ZFA:0000436"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"EFO:0000869"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"MESH:D013154"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"NCIT:C12432"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"FMA:7196"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"GAID:1289"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"TAO:0000436"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"MA:0000141"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"BTO:0001281"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"UMLS:C0037993"
<http://purl.obolibrary.org/obo/UBERON_0002106>	"EMAPA:18767"
<http://purl.obolibrary.org/obo/UBERON_0012054>	"EMAPA:31134"
<http://purl.obolibrary.org/obo/UBERON_0012054>	"VHOG:0001283"
<http://purl.obolibrary.org/obo/GO_0007155>	"Wikipedia:Cell_adhesion"
<http://purl.obolibrary.org/obo/PR_000001289>	"IUPHARobj:2628"
<http://purl.obolibrary.org/obo/PR_000001289>	"PIRSF:PIRSF001995"
<http://purl.obolibrary.org/obo/UBERON_0006563>	"FMA:85030"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"Wikipedia:Clitoris"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"MESH:D002987"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"FMA:9909"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"EMAPA:30819"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"galen:Clitoris"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"MA:0000382"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"SCTID:181442003"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"GAID:385"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"VHOG:0000700"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"UMLS:C0008984"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"EHDAA:9360"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"NCIT:C12308"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"EHDAA2:0000255"
<http://purl.obolibrary.org/obo/UBERON_0002411>	"BTO:0002020"
<http://purl.obolibrary.org/obo/UBERON_0000477>	"FBbt:00007277"
<http://purl.obolibrary.org/obo/UBERON_0000477>	"VHOG:0001737"
<http://purl.obolibrary.org/obo/UBERON_0015480>	"Wikipedia:Hepatic_artery_proper"
<http://purl.obolibrary.org/obo/UBERON_0015480>	"EMAPA:37217"
<http://purl.obolibrary.org/obo/UBERON_0015480>	"SCTID:244262006"
<http://purl.obolibrary.org/obo/UBERON_0015480>	"FMA:14772"
<http://purl.obolibrary.org/obo/UBERON_0015480>	"MA:0003095"
<http://purl.obolibrary.org/obo/UBERON_0035554>	"SCTID:362007002"
<http://purl.obolibrary.org/obo/UBERON_0035554>	"FMA:7165"
<http://purl.obolibrary.org/obo/UBERON_0016548>	"FMA:83142"
<http://purl.obolibrary.org/obo/UBERON_0022351>	"MA:0002448"
<http://purl.obolibrary.org/obo/UBERON_0022351>	"FMA:15859"
<http://purl.obolibrary.org/obo/UBERON_0003619>	"MA:0002904"
<http://purl.obolibrary.org/obo/UBERON_0003619>	"FMA:74419"
<http://purl.obolibrary.org/obo/UBERON_0003619>	"BTO:0005553"
<http://purl.obolibrary.org/obo/UBERON_0003619>	"SCTID:362031007"
<http://purl.obolibrary.org/obo/UBERON_0003619>	"EMAPA:35137"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"MESH:D005145"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"UMLS:C0015450"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"EMAPA:32763"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"SCTID:302549007"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"NCIT:C13071"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"MA:0002473"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"HAO:0000316"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"CALOHA:TS-2216"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"Wikipedia:Face"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"GAID:64"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"galen:Face"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"BTO:0003369"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"FMA:24728"
<http://purl.obolibrary.org/obo/GO_0005575>	"NIF_Subcellular:sao1337158144"
<http://purl.obolibrary.org/obo/GO_0000741>	"Wikipedia:Karyogamy"
<http://purl.obolibrary.org/obo/UBERON_0005058>	"EMAPA:18766"
<http://purl.obolibrary.org/obo/UBERON_0005058>	"MA:0002962"
<http://purl.obolibrary.org/obo/NCBITaxon_9259>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"EV:0100071"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"Wikipedia:Intestine"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"NCIT:C12736"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"FMA:7199"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"GAID:295"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"UMLS:C0021853"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"EMAPA:32874"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"MA:0001524"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"MIAA:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"galen:Intestine"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"ZFA:0001338"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"SCTID:256876008"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"MESH:D007422"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"VHOG:0000056"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"WBbt:0005772"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"ANISEED:1235303"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"AAO:0000246"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"CALOHA:TS-0490"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"MA:0000328"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"TAO:0001338"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"BSA:0000093"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"EFO:0000834"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"BTO:0000648"
<http://purl.obolibrary.org/obo/UBERON_0000160>	"XAO:0000129"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"MA:0000537"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"FMA:37367"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"EMAPA:18185"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"EHDAA:8326"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"RETIRED_EHDAA2:0001430"
<http://purl.obolibrary.org/obo/UBERON_0001497>	"EMAPA:18184"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"GAID:522"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"BTO:0000839"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"FBbt:00000126"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EHDAA:124"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"FMA:69072"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"SCTID:362854004"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"AAO:0000304"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EV:0100006"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EHDAA:183"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"Wikipedia:Mesoderm"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"MAT:0000174"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EMAPA:16083"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"NCIT:C12750"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"ZFA:0000041"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EFO:0001981"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EHDAA2:0001128"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"XAO:0000050"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"VHOG:0000152"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"MIAA:0000174"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"EHDAA:160"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"CALOHA:TS-0623"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"TAO:0000041"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"MESH:D008648"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"UMLS:C0025485"
<http://purl.obolibrary.org/obo/UBERON_0000926>	"BILA:0000037"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"TAO:0001369"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"EFO:0003464"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"EHDAA2:0001389"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"XAO:0001103"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"SCTID:361437002"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"AAO:0011111"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"EMAPA:17256"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"Wikipedia:Pancreatic_bud"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"ZFA:0001369"
<http://purl.obolibrary.org/obo/UBERON_0003924>	"VHOG:0001429"
<http://purl.obolibrary.org/obo/PR_P05555>	"UniProtKB:P05555"
<http://purl.obolibrary.org/obo/NCBITaxon_3372>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"SCTID:361746009"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"Wikipedia:Spinal_canal"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"MESH:D013115"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"NCIT:C34221"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"AAO:0000693"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"FMA:9680"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"NCIT:C33869"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"UMLS:C1522467"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"GAID:242"
<http://purl.obolibrary.org/obo/UBERON_0006692>	"UMLS:C0037922"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"FMA:74562"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"EMAPA:18765"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"EHDAA2:0004615"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"CALOHA:TS-2018"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"MA:0000013"
<http://purl.obolibrary.org/obo/UBERON_0035050>	"BTO:0006341"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"Wikipedia:Frontonasal_prominence"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"EHDAA:4778"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"EMAPA:16681"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"VHOG:0001319"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"SCTID:361486000"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"EHDAA2:0000578"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"NCIT:C34182"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"UMLS:C1517321"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"FMA:293101"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"SCTID:118760003"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"BTO:0001491"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"XAO:0003034"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"FMA:7085"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"EHDAA:512"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"NCIT:C28287"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"UMLS:C0042779"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"MA:0000019"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"Wikipedia:Viscus"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"EMAPA:16245"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"AAO:0010386"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"MESH:D014781"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"RETIRED_EHDAA2:0002201"
<http://purl.obolibrary.org/obo/UBERON_0011093>	"FMA:16583"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"Wikipedia:Superior_vena_cava"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"MESH:D014683"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"BTO:0002683"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"SCTID:181368006"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"EHDAA:8726"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"FMA:4720"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"VHOG:0001195"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"MA:0000481"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"EMAPA:18417"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"GAID:549"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"NCIT:C12816"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"EHDAA2:0001962"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"UMLS:C0042459"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"galen:SuperiorVenaCava"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"EV:0100072"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"EFO:0000841"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"VHOG:0000055"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"NCIT:C12386"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"MIAA:0000047"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"UMLS:C0021852"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"ZFA:0001323"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"galen:SmallIntestine"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"MESH:D007421"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"BTO:0000651"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"GAID:313"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"EMAPA:32834"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"AAO:0010397"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"MAT:0000047"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"MA:0000337"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"Wikipedia:Small_intestine"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"SCTID:181250005"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"TAO:0001323"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"CALOHA:TS-0942"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"FMA:7200"
<http://purl.obolibrary.org/obo/UBERON_0002108>	"XAO:0000130"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"OGES:000027"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"XAO:1000093"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"BILS:0000113"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"ZFS:0000044"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"OGES:000026"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"EV:0300064"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"MmusDv:0000110"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"EV:0300070"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"MIAA:0000403"
<http://purl.obolibrary.org/obo/CL_0000552>	"FMA:84646"
<http://purl.obolibrary.org/obo/PR_P06729>	"UniProtKB:P06729"
<http://purl.obolibrary.org/obo/NCBITaxon_7761>	"GC_ID:1"
<http://purl.obolibrary.org/obo/GO_0030054>	"Wikipedia:Cell_junction"
<http://purl.obolibrary.org/obo/NCBITaxon_8292>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_186634>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"FMA:14273"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"UMLS:C1710627"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"NCIT:C49321"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"EMAPA:36294"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"SCTID:84300001"
<http://purl.obolibrary.org/obo/UBERON_0007239>	"EV:0100029"
<http://purl.obolibrary.org/obo/UBERON_0000389>	"MESH:D007904"
<http://purl.obolibrary.org/obo/UBERON_0000389>	"FMA:58970"
<http://purl.obolibrary.org/obo/UBERON_0000389>	"SCTID:280626006"
<http://purl.obolibrary.org/obo/UBERON_0000389>	"BTO:0001632"
<http://purl.obolibrary.org/obo/UBERON_0000389>	"CALOHA:TS-0542"
<http://purl.obolibrary.org/obo/UBERON_0009480>	"EHDAA2:0000191"
<http://purl.obolibrary.org/obo/UBERON_0009480>	"EMAPA:16261"
<http://purl.obolibrary.org/obo/UBERON_0005268>	"MA:0002582"
<http://purl.obolibrary.org/obo/UBERON_0005268>	"EMAPA:28147"
<http://purl.obolibrary.org/obo/UBERON_0004779>	"EMAPA:37576"
<http://purl.obolibrary.org/obo/UBERON_0004779>	"MA:0001821"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"ZFA:0005621"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"EMAPA:35179"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"MA:0002780"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"MESH:D001842"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"UMLS:C0391978"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"NCIT:C13076"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"XAO:0004040"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"Wikipedia:Bone_tissue"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"VSAO:0000047"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"FMA:224804"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"galen:BoneTissue"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"CALOHA:TS-2011"
<http://purl.obolibrary.org/obo/UBERON_0007589>	"MA:0001719"
<http://purl.obolibrary.org/obo/UBERON_0007589>	"FMA:62016"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"BTO:0003080"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"Wikipedia:Pleural_fluid"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"MA:0002532"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"FMA:12273"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"MAT:0000500"
<http://purl.obolibrary.org/obo/UBERON_0001087>	"ncithesaurus:Pleural_Fluid"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"PMID:17051209"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"PMID:16151185"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"PMID:15689432"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"PMID:17572334"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_451864>	"PMID:17010206"
<http://purl.obolibrary.org/obo/UBERON_6000004>	"FBbt:00000004"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"UMLS:C0460002"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"AAO:0000007"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"EMAPA:16103"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"CARO:0000011"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"SCTID:278195005"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"BILA:0000011"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"TAO:0001439"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"IDOMAL:0002460"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"AEO:0000011"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"FBbt:00004856"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"NCIT:C12919"
<http://purl.obolibrary.org/obo/UBERON_0000467>	"MA:0000003"
